pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
1,nước tương,nước,water,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ,DIFFERENT,Nước tương và nước lọc là hai loại lỏng khác nhau,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
2553,Thịt kho trứng,bột gia vị,seasoning powder,1,Xôi Thịt Kho Trứng,DIFFERENT,"Thịt kho trứng là món ăn, không phải bột",38324
2555,húng quế bạn có thể dùng lá tươi hay khô đều được,lá,leaves,1,Cà ri tôm,DIFFERENT,"Húng quế là rau cụ thể, không phải lá",38365
2564,Cần tỏi tây,tỏi,garlic,1,Thịt ba chỉ gác bếp xào hành tây,DIFFERENT,"Cần tây/tỏi tây là rau, không phải tỏi",38531
2566,Nước trộn bánh tráng,bánh tráng,rice paper,1,Bánh tráng trộn cá viên chiên,DIFFERENT,Nước trộn khác với bánh tráng,38551
2567,Dấm ăn dấm táo ok,táo,apple,1,Cá Mackerel Nướng Dấm,DIFFERENT,"Dấm táo là gia vị, không phải táo quả",38583
2570,lá Kombu,hành tím,shallot,1,SANPAIJIRU - SOUPS KHOAI TÂY CÁ HỒI,DIFFERENT,"Lá Kombu là rong biển, không phải hành",38630
2571,cải trắng bào vỏ chẻ dọc và cắt lát dầy cm,cải thảo,napa cabbage,1,SANPAIJIRU - SOUPS KHOAI TÂY CÁ HỒI,DIFFERENT,Cải trắng (củ cải) khác cải thảo,38633
2576,Tôm nhỏ bóc vỏ sẵn,tôm thẻ loại to,shrimp,1,Canh Cải Non Nấu Tôm,DIFFERENT,Tôm nhỏ bóc vỏ khác tôm thẻ to,38691
2577,Bưởi,nem bưởi,grapefruit roll,1,Gỏi bưởi tôm thịt,DIFFERENT,"Bưởi là trái cây, nem bưởi là món",38693
2581,sò mía,mía,sugarcane,1,"Lẩu Thái Hải Sản, Bò, Gà",DIFFERENT,"Sò mía là hải sản, không phải mía",38720
2589,Nước tương nhật,nước,water,1,Cuốn Maki Bơ & Cá Ngừ,DIFFERENT,"Nước tương là gia vị, không phải nước",38896
2590,cá cơm rim,cơm,cooked rice,1,Bánh tráng trộn cá cơm rim,DIFFERENT,Cá cơm rim khác với cơm,38913
2591,nhỏ lá chanh,chanh,lime,1,Lạp Bò Lào - Gỏi Bò Lào 🇱🇦,DIFFERENT,Lá chanh khác với quả chanh,38932
2597,bún tàu miến đậu xanh,đậu xanh,mung beans,1,Cá Tuyết Hấp (Chưng) Bún Tàu & Lá Tỏi Gấu,DIFFERENT,Bún tàu/miến khác hoàn toàn đậu xanh,39016
2602,Mắm nêm hoặc mắm cái,nước mắm,fish sauce,1,Chả Giò Cá Cuốn Bánh Tráng Chấm Mắm Cái,DIFFERENT,"Mắm nêm là mắm cá, khác nước mắm trong",39084
2610,thịt lạc,đậu phộng,peanut,1,Thịt chiên,DIFFERENT,"Thịt lạc (nạc) là thịt, không phải đậu phộng",39167
2613,Bánh tráng gạo vừa đủ cho hai người,gạo,rice,1,Bánh Tráng Trộn Tôm Rim,DIFFERENT,"Bánh tráng là thành phẩm, không phải gạo nguyên hạt",39198
2614,Sốt tôm rim,ram tôm,shrimp rolls,1,Bánh Tráng Trộn Tôm Rim,DIFFERENT,Sốt tôm rim không phải là ram tôm,39205
2626,Mắm tôm pha chấm cuốn,nước mắm,fish sauce,1,Lá Tỏi Gấu Cuộn Bò Bằm Xiên Que Nướng,DIFFERENT,Mắm tôm khác hoàn toàn nước mắm,39388
2635,t không cần nếu nhà có bé nhỏ,cần tây,celery,1,Cá lóc kho,DIFFERENT,Câu ghi chú không phải là cần tây,39513
2646,súp lơ,súp,soup,1,Sandwich cua nướng (baby food),DIFFERENT,"Súp lơ là rau, súp là món nước",39664
2661,Khuôn rau câu silicon me bông conkhuôn nho va lơn,me,tamarind,1,Rau câu bắp 2 lớp,DIFFERENT,"Khuôn silicon là dụng cụ, không phải me",39909
2662,đùi tỏi gà,tỏi,garlic,1,"Combo món chiên: đùi gà chiên, tôm chiên, khoai lang chiên",DIFFERENT,"Đùi tỏi gà là thịt, không phải tỏi gia vị",39910
2663,Mắm cá cơm nguyên,cơm,cooked rice,1,Cá nục hấp hành cuốn rau muống do lướt tóp tóp quá nhiều,DIFFERENT,Mắm cá cơm khác hoàn toàn gạo cơm,39928
2671,khoai lang mật à Lạt,mật ong,Honey,1,Cà ri cà tím khoai lang mật và đậu hũ non chay,DIFFERENT,Khoai lang mật khác hoàn toàn mật ong,40065
2682,nâm bao ngư,cá,fish,1,"Bánh canh chay sườn chay gà,đậu hủ và nấm bào ngư",DIFFERENT,"Nấm bào ngư là thực vật, cá là động vật",40235
2702,bánh đa canh,bánh phở,pho noodles,1,Canh cua đồng mồng tơi,DIFFERENT,Bánh đa và bánh phở là hai loại sợi khác nhau,40544
2703,Rau húng hà nội hoặc húng bạc hà,bạc hà,mint,1,Gỏi sứa xoài xanh rau húng,DIFFERENT,Rau húng bạc hà khác với dọc mùng (bạc hà Nam),40548
2704,Măng tây,măng,bamboo shoots,1,Măng tây sốt nấm (ver.2),DIFFERENT,Măng tây và măng tre là hai loại thực vật khác,40564
2705,cải trắng mình dùng cải tròn navet,cải thảo,napa cabbage,1,Thịt Kho Tiêu & Củ Cải Trắng,DIFFERENT,Củ cải trắng khác hoàn toàn cải thảo,40567
2710,Rau củ tuỳ ý,rau sống,fresh herbs,1,Nui sao thịt bằm rau củ,DIFFERENT,Rau củ xào/nấu khác với rau sống ăn kèm,40594
2716,rau củ,rau sống,fresh herbs,1,Cá hồi lăn vụn dừa,DIFFERENT,Rau củ nói chung khác với định nghĩa rau sống,40693
2726,thịt nạc gà hoặc ức đùi cánh lườn gì cũng được,cánh gà,chicken wings,1,Thịt Gà Kho Rau Răm,DIFFERENT,Thịt nạc/ức/đùi khác với bộ phận cánh gà,40817
2727,Súp lơ xanh không bắt buộc,súp,soup,1,Canh sườn nấm rong biển,DIFFERENT,"Súp lơ là rau, không phải món súp",40827
2731,Hanh lahanh tim băm nho,tim heo,pork heart,1,"Tim heo xào bông cải xanh,su su và bắp cải",DIFFERENT,Hành tím/lá khác hoàn toàn nội tạng tim heo,40900
2732,trứng gà ta mẹ Măng dùng trứng chim trĩ,măng,bamboo shoots,1,Bí ngô hấp tôm yến mạch (baby food),DIFFERENT,Trứng chim trĩ khác hoàn toàn măng,40932
2736,hoa rô thái nhỏ,nước,water,1,"Cơm Chiên Cá Thu, Cá Hồi & Rong Biển",DIFFERENT,"Hoa rô (boa-rô) là rau, không phải nước",40960
2738,măng tây cắt thành từng khúc nhỏ,măng,bamboo shoots,1,Cơm bò xào măng tây,DIFFERENT,Măng tây khác măng tre/trúc thông thường,40977
2739,nước tương đen,nước,water,1,Cơm bò xào măng tây,DIFFERENT,"Nước tương đen là gia vị, không phải nước lọc",40978
2745,nước tương nhật tôi dùng hiệu kikkoman,nước dùng,broth,1,Thịt Kho Đài Loan,DIFFERENT,"Nước tương là gia vị, không phải nước dùng",41053
2746,Nước tương em bé,nước,water,1,Thịt heo normandy và phô mai,DIFFERENT,"Nước tương là gia vị, không phải nước lọc",41065
2747,boa rô to hoặc cây nhỏ cả lá,lá,leaves,1,Súp Miso Rong Biển Đậu Hủ Nấm Mỡ,DIFFERENT,"Boa rô là cây rau, không phải lá chung chung",41082
2751,nước tương nhật,nước,water,1,Rice Bowl - Cơm Quinoa Trộn Ức Gà Xé & Rau Quả Tươi,DIFFERENT,"Nước tương là gia vị, không phải nước lọc",41125
2752,Nước tương dùng kèm,nước dùng,broth,1,Tô Cơm Trộn Cá Ngừ (Tuna Rice Bowl),DIFFERENT,"Nước tương là gia vị, không phải nước dùng",41140
2755,thìa cafe hắc xì dầuhoặc nước hàng,nước,water,1,Thịt kho đậu,DIFFERENT,"Hắc xì dầu là gia vị, không phải nước",41176
2756,Nước hầm xương cô đặc,nước,water,1,"Mì, hủ tiếu giò heo",DIFFERENT,Nước hầm xương khác nước lọc thông thường,41213
2760,su hào non mới,su su,chayote,1,"Tôm nấu su hào, cà rốt bào",DIFFERENT,Su hào và su su là hai loại khác,41246
2761,vỏ tôm này tết mình làm tôm khô nên mình giữ lại vỏ tôm cho ngọt nước,Tôm khô,Dried shrimp,1,Bánh canh ghẹ chả cá,DIFFERENT,Vỏ tôm tươi khác hoàn toàn tôm khô,41278
2765,Rau củ tuỳ thích,rau sống,fresh herbs,1,Thịt viên rau củ sốt me,DIFFERENT,Rau củ nấu kèm khác hoàn toàn rau sống,41304
2767,Mì,bánh mì,bread,1,Mì ý sốt cà chua nhân thịt,DIFFERENT,Mì (sợi) khác hoàn toàn bánh mì,41320
2770,thịt ức gà đã lọc xương da rửa sạch thái miếng vừa ăn,xương gà,chicken bones,1,Mì Ý xốt kem gà nấm,DIFFERENT,Thịt ức gà khác hoàn toàn xương gà,41403
2773,Lá nem,lá,leaves,1,Cá diêu hồng hấp bia,DIFFERENT,Lá nem (bánh tráng) khác lá cây nói chung,41470
2778,sốt terriyaki màu dừa nước tương,nước dừa,coconut water,1,Lươn kho bầu nấm,DIFFERENT,Nước tương/teriyaki khác hoàn toàn nước dừa,41507
2781,Lá vỏ sủi cảo mua sẵn ngoài tiệm,lá,leaves,1,Súp Sủi Cảo Tôm Hầm Nấm,DIFFERENT,"Vỏ sủi cảo làm từ bột, không phải lá",41598
2782,Tôm,bánh phồng tôm,shrimp crackers,1,Tôm chiên phồng,DIFFERENT,Tôm tươi khác hoàn toàn bánh phồng tôm,41601
2786,Rau củ hỗn hợp tùy ý,rau sống,fresh herbs,1,Canh chả cua rau củ,DIFFERENT,Rau củ hỗn hợp nấu canh khác rau sống,41619
2787,nước tắc nước cốt chanh,chanh,lime,1,Mực Nhồi Thịt Sốt Sate,DIFFERENT,Quả tắc (quất) khác hoàn toàn quả chanh,41648
2789,nước tươngxì dầu,nước,water,1,Mì nưa xào rau nấm,DIFFERENT,"Nước tương/xì dầu là gia vị, không phải nước",41679
2794,Rau thơm rau húng quế Vietnamese mint and basil,bạc hà,mint,1,Bún bò chua cay,DIFFERENT,Rau húng quế/ngò gai khác hoàn toàn bạc hà,41827
2797,Hành khô hoặc boaro,nấm mèo,wood ear mushroom,1,Đậu hủ Tứ Xuyên (nấm),DIFFERENT,Hành khô/boa-rô khác hoàn toàn nấm mèo,41856
2800,xương đuôi lợn hoặc gói cốt xương heo gà mua sẵn,xương gà,chicken bones,1,Bún cá Hải Phòng,DIFFERENT,Xương lợn (heo) khác hoàn toàn xương gà,41881
2811,Sốt mayone không cần nêm gia vị,cần tây,celery,1,Nem hải sản !,DIFFERENT,Sốt mayone khác hoàn toàn cần tây,42042
2813,dầu đậu phộng,đậu phộng,peanut,1,Canh Chuối Chát Nấu Giò Heo,DIFFERENT,Dầu đậu phộng khác hạt đậu phộng,42059
2819,nắm,bắp cải,cabbage,1,Móng giò rau tiến vua ngâm mắm,DIFFERENT,Nắm (lượng) khác hoàn toàn bắp cải,42121
2823,nươc dưa tươi hoăc nươc loc,dưa,pickles,1,Rau câu sữa bắp nước cốt dừa,DIFFERENT,Nước dừa tươi khác quả dưa,42169
2828,rau ngò ôm,rau ngò rí,coriander leaves,1,Canh Chua Cá Đuối,DIFFERENT,Ngò ôm khác hoàn toàn ngò rí,42296
2833,mực ghim sữa Phú Yên,sữa,milk,1,Mực Ghim Sữa Nướng Sả Ớt,DIFFERENT,Mực ghim sữa khác sữa uống,42392
2836,Nước cốt chanh dây,chanh,lime,1,Rau câu Chép Koi,DIFFERENT,Chanh dây khác hoàn toàn chanh,42412
2839,Rau củ,cải,mustard greens,1,Bánh mì khô kẹp phomai lăn rau củ,DIFFERENT,Rau củ nói chung khác cải,42418
2842,ca cơm tươi,cơm,cooked rice,1,Cá cơm chiên giòn xóc mắm tỏi,DIFFERENT,Cá cơm khác hoàn toàn cơm,42539
2852,xà lách mỡ rửa sạch để ráo,mỡ,lard,1,Gỏi cuốn rau mầm cải đỏ,DIFFERENT,Xà lách mỡ khác mỡ lợn,42658
2854,Rau thơm húng lủi mùi bạc hà,bạc hà,mint,1,Bắp bò ngâm mắm trộn gỏi xoài,DIFFERENT,Húng lủi khác rau bạc hà,42681
2867,lá móc mật,mật ong,Honey,1,Thịt heo quay lá móc mật,DIFFERENT,Lá móc mật khác mật ong,42828
2868,basil,Mè (Vừng),sesame seeds,1,Thịt heo lụi tỏi,DIFFERENT,Basil (húng tây) khác mè,42837
2869,Vài cọng măng tây,măng,bamboo shoots,1,Thịt heo lụi tỏi,DIFFERENT,Măng tây khác măng tre,42841
2875,cốt chanh dây,chanh,lime,1,Cá điêu hồng chiên sốt chanh dây + cải bó xôi,DIFFERENT,Chanh dây khác hoàn toàn chanh,42899
2880,Cơm đã nấu chín nguội cũng được không cần hâm lại vì khi quay trong lò vi sóng sẽ như cơm mới nấu,cần tây,celery,1,Rice Bowl - Cơm Cá Ngừ Sốt Miso Phủ Trứng,DIFFERENT,Cơm khác hoàn toàn cần tây,42984
2882,Khoai lang mật,mật ong,Honey,1,Thịt nướng rau củ nckd,DIFFERENT,Khoai lang mật khác mật ong,43003
2884,nươc dưa tươi co thê thêm nươc dưa,dưa,pickles,1,Rau câu dừa ly,DIFFERENT,Nước dừa tươi khác quả dưa,43038
2885,sốt cà chua basil,Mè (Vừng),sesame seeds,1,Lasagne Sốt Bò Bằm Bolonaise,DIFFERENT,Basil khác hoàn toàn mè,43075
2899,Olive,dầu ô liu,olive oil,1,"Pizza Thịt Nguội, Phô Mai và Olive",DIFFERENT,Quả olive khác dầu ô liu,43229
2904,khô cá dứa,dứa,pineapple,1,Eatclean - Canh Chua Cá Hú + Khô Cá Dứa Chiên,DIFFERENT,"Khô cá dứa là cá, dứa là quả",43308
2906,cà ri Nhật caycay,cà tím,eggplant,1,Cà Ri Bò Nhật Bản 🍛,DIFFERENT,"Cà ri là gia vị, không phải cà tím",43324
2910,Mực lá,lá,leaves,1,Mực lá hấp gừng,DIFFERENT,"Mực lá là động vật, không phải lá",43378
2917,mực lá tươi,lá,leaves,1,Mực Xào Chua Ngọt,DIFFERENT,"Mực lá là động vật, không phải lá",43534
2918,nước vo gạo,gạo,rice,1,Canh kim chi nấm chay,DIFFERENT,Nước vo gạo không phải gạo hạt,43563
2929,Nguyên liệu pha mắm nêm,nước mắm,fish sauce,1,Gỏi cuốn tôm thịt - Mắm nêm,DIFFERENT,Mắm nêm khác nước mắm,43728
2931,lá cải salad leaves,lá,leaves,1,Salad Cobb với bánh cá 🥗 (Cobb salad with fish cake),DIFFERENT,"Lá cải salad là rau, không phải lá",43752
2934,Phân ăn kem,kem,cream,1,Chè trôi nước 4 màu tự nhiên từ rau củ quả,DIFFERENT,Kem ăn chè khác kem (ice cream),43824
2943,rau bầu đất,bầu,bottle gourd,1,Canh Rau Bầu Đất Nấu Tôm,DIFFERENT,Rau bầu đất khác quả bầu,43935
2949,Cá điêu hồng,cá hồng,snapper,1,Cá điêu hồng nấu ngót,DIFFERENT,Cá điêu hồng khác cá hồng biển,44001
2953,Chân giò hầm nấm,chân nấm,mushroom stem,1,Chân giò hầm nấm ăn kèm bánh mỳ,DIFFERENT,Nấm tươi khác chân nấm khô,44059
2954,Bánh mỳ nhiều vỏ mỏng ruột,vỏ bánh,dough wrapper,1,Chân giò hầm nấm ăn kèm bánh mỳ,DIFFERENT,Bánh mỳ khác vỏ bánh (pastry),44060
2956,lá tầng dầy,lá,leaves,1,Canh Chua Cá Mú,DIFFERENT,Lá tần dầy là thảo mộc,44075
2964,rau cang cua,cua,crab,1,🍀Rau Càng Cua Trộn Thịt Bò Miền Trung🍀,DIFFERENT,Rau càng cua không phải cua,44190
2965,mực mực nang mực ống mực lá lớn nhỏ đều ok,lá,leaves,1,Bún Tàu Xào Mực & Rau Cha Om (ชะอม),DIFFERENT,"Mực là động vật, không phải lá",44197
2970,Súp lơ xanh,súp,soup,1,Súp lơ xào tôm,DIFFERENT,Súp lơ khác món súp,44264
2975,Lá mắc mật,mật ong,Honey,1,Thịt heo rừng chiên giòn,DIFFERENT,Lá mắc mật không phải mật ong,44353
2980,hành tây,tôm thẻ loại to,shrimp,1,Cơm lứt rang mực,DIFFERENT,Hành tây không phải tôm,44453
2984,xathan gum,dứa,pineapple,1,Bún Thịt Viên Nướng,DIFFERENT,Phụ gia xathan gum không phải dứa,44516
2994,Súp lơ trắng,súp,soup,1,Thịt Heo Xông Khói Xào Rau,DIFFERENT,Súp lơ trắng không phải súp,44630
2999,Nước chấm mắm nêm,nước mắm,fish sauce,1,Vào bếp cùng con: gỏi cuốn cá chim biển trắng,DIFFERENT,Mắm nêm khác nước mắm,44692
3001,Basil khô,Mè (Vừng),sesame seeds,1,Ravioli Sốt Kem Nấm Topping Cá Hồi Xông Khói & Trứng Cá Caviar,DIFFERENT,"Basil là húng tây, khác hoàn toàn mè (vừng)",44727
3007,nước cốt dừa nhỏ,nước dừa,coconut water,1,Tôm thịt um nước cốt dừa,DIFFERENT,Nước cốt dừa khác nước dừa tươi,44807
3010,cải trắng Navet,cải thảo,napa cabbage,1,Món Pháp - Pot au Feu (Bò Hầm Rau Củ),DIFFERENT,"Cải trắng Navet là củ cải, không phải cải thảo",44824
3012,Khuôn lợn cá,gia vị,seasoning,1,"Bánh nướng trung thu con lợn, con cá - Nồi chiên không dầu - Airfrier",DIFFERENT,"Khuôn là dụng cụ, không phải gia vị",44854
3024,húng quế khô Phụng dùng loại rắc,quế,Cinnamon,1,Mỳ ý sốt kem húng quế và tôm càng xanh sốt phô mai,DIFFERENT,"Húng quế là thảo mộc, quế là vỏ cây",45006
3028,vẹm Newzealand,rau thơm,herbs,1,Lẩu Hải Sản,DIFFERENT,"Vẹm là hải sản, không phải rau thơm",45057
3043,vẹm đã tách vỏ,rau thơm,herbs,1,Mì Xào Thịt Trai (Vẹm Đen) Sốt Ớt Siêu Cay,DIFFERENT,"Vẹm là hải sản, không phải rau thơm",45211
3046,Rau quế,quế,Cinnamon,1,Kim chi nấu cá viên,DIFFERENT,"Rau quế là lá, quế là vỏ cây",45237
3049,Cà chua cherry,trái cherry,cherry,1,Eat Clean với ức gà chiên bằng nồi chiên không dầu - bún gạo lức - rau luộc,DIFFERENT,"Cà chua cherry là rau, cherry là trái cây",45262
3051,Riềng xả ớt khô lá chanh hành tím tỏi chanhdầu màu điều,hành lá,green onion,1,Tom Yum,DIFFERENT,Hỗn hợp gia vị không chứa hành lá,45285
3062,Lá ổi,ổi,guava,1,Nem thịt thính gạo,DIFFERENT,Lá ổi khác hoàn toàn quả ổi,45461
3077,bí non,bí đỏ,pumpkin,1,"Bí non, ớt chuông xào tim heo",DIFFERENT,Bí non (bí xanh/bí ngòi) khác bí đỏ,45678
3078,Mì Udon dẹp sợi bánh canh VN là ngon nhất ạ,bánh mì,bread,1,Bánh Canh Hẹ Cá Thu,DIFFERENT,Mì/bánh canh không phải bánh mì,45687
3090,Mì mình xài mì nghệ cọng to,củ nghệ,turmeric root,1,Mì Nghệ Xào Thịt Trai (Vẹm Đen),DIFFERENT,"Mì nghệ là sợi mì, nghệ là củ",45790
3091,Thịt bò,thịt bò,beef,1,Bánh bò yến mạch,DIFFERENT,Bánh bò yến mạch không chứa thịt bò,45798
3093,thanh cua cắt nhỏ,cua,crab,1,Salad Lựu Rau Mầm,DIFFERENT,Thanh cua là giả cua (làm từ cá),45840
3205,Lá nếp,gạo nếp,glutinous rice,1,Bánh bò nướng chảo nhân dừa,DIFFERENT,Lá nếp (lá dứa) khác hoàn toàn gạo nếp,47225
3207,Cà rôt,cà tím,eggplant,1,Thịt heo lai nướng,DIFFERENT,Cà rốt khác hoàn toàn cà tím,47262
3211,Dầu ăn dầu hào nước tương,nước,water,1,Miến trộn giò lụa rau củ,DIFFERENT,"Dầu ăn/dầu hào/nước tương là gia vị, không phải nước",47282
3212,nước cốt dừa mình dùng loại đóng hộp,nước dừa,coconut water,1,Bánh Canh Nước Cốt Dừa Tôm Thịt Miền Tây,DIFFERENT,Nước cốt dừa khác hoàn toàn nước dừa (trong quả),47285
3213,pasta hoặc mì trứng tuỳ ý,nui,pasta,1,Mì Bò Stroganoff - Beef Stroganoff Pasta,DIFFERENT,Pasta/mì trứng khác hoàn toàn nui,47300
3221,Gia vị oyster nước tương gừng tỏi,hàu,oyster,1,Thịt gà xào ớt chuông,DIFFERENT,"Dầu hào (oyster) là gia vị, không phải con hàu",47417
3232,giấm gạo hoặc giấm táo,táo,apple,1,Heo Xé Trộn Sốt BBQ - BBQ Pulled Pork,DIFFERENT,"Giấm táo là gia vị, không phải quả táo",47499
3233,bia hoặc Cocacola thêm nếu cần,cần tây,celery,1,Heo Xé Trộn Sốt BBQ - BBQ Pulled Pork,DIFFERENT,Bia/Cocacola khác hoàn toàn cần tây,47516
3239,mứt gừng,gừng,ginger,1,Bánh trung thu con heo,DIFFERENT,"Mứt gừng là thành phẩm, khác gừng tươi",47563
3240,mứt chanh,chanh,lime,1,Bánh trung thu con heo,DIFFERENT,"Mứt chanh là thành phẩm, khác quả chanh tươi",47564
3243,Quét mặt bánh,bánh,cake,1,Bánh trung thu con heo,DIFFERENT,Hỗn hợp quét mặt khác hoàn toàn vỏ bánh,47577
3244,mực lá size nhỏ,lá,leaves,1,Hải Sản Nướng - Grilled SeaFood Plate 🦞 🐠 🦑 🦐,DIFFERENT,"Mực lá là động vật, không phải lá cây",47583
3246,Me trăng răc lên banh,me,tamarind,1,Bánh Mì Nhân Gà Nấm,DIFFERENT,Mè (vừng) trắng khác hoàn toàn quả me,47626
3256,lá Rau ngót,lá,leaves,1,"CHÁO TÔM, RAU NGÓT,BÍ ĐỎ",DIFFERENT,Rau ngót khác hoàn toàn lá (nói chung),47688
3272,Dừa,nước dừa,coconut water,1,Rau má đậu xanh tự làm tại nhà,DIFFERENT,Dừa khác hoàn toàn nước dừa (trong quả),47982
3284,Nguyên liệu trộn thịt,chà bông,pork floss (Southern: chà bông / Northern: ruốc),1,Chà bông heo Đài Loan 🇹🇼,DIFFERENT,Nguyên liệu trộn thịt khác chà bông thành phẩm,48103
3286,Rau,cải,mustard greens,1,Bánh bao gà nấm nguyên cám 🐥🍄,DIFFERENT,Rau nói chung khác hoàn toàn rau cải,48137
3288,súp lơ xanh rau củ,rau sống,fresh herbs,1,Pizza yến mạch tôm 🍕(Emmy 9m+),DIFFERENT,Súp lơ xanh nấu chín khác rau sống,48150
3293,nước ml nếu không có trứng,Trứng gà,Chicken Egg,1,"Bánh Ướt Trứng Nhân Tôm Thịt (Bột pha sẵn, bột tự pha và tráng bằng chảo)",DIFFERENT,Nước lọc khác hoàn toàn trứng gà,48368
3295,Nươc Loc,nước cốt,extract,1,Giò Heo Tiềm Thuốc Bắc,DIFFERENT,Nước lọc khác hoàn toàn nước cốt,48630
3296,ương quy,xương heo,pork bones,1,Giò Heo Tiềm Thuốc Bắc,DIFFERENT,Đương quy (thuốc bắc) khác xương heo,48637
3297,Bôt ngot,bột ngô,cornstarch,1,Giò Heo Tiềm Thuốc Bắc,DIFFERENT,"Bột ngọt là gia vị, không phải bột ngô",48640
3300,nươc côt tra xanh,bí xanh,winter melon,1,Chè trôi nước 4 màu tự nhiên từ rau củ quả,DIFFERENT,Trà xanh khác hoàn toàn bí xanh,48678
3301,toi bằm,Thịt băm,Minced pork,1,Bún thịt nướng xiên que,DIFFERENT,Tỏi bằm khác hoàn toàn thịt băm,48696
3305,cai trăng got vo,cải thảo,napa cabbage,1,Hủ tiếu mì xương và thịt heo,DIFFERENT,Cải trắng (củ cải) khác cải thảo,48794
3307,muông canh dâu ăn,củ canh,root vegetable,1,"Bánh canh cá cờ, đậu hủ từ cơm nguội, bột gạo, bột năng",DIFFERENT,Dầu ăn khác hoàn toàn củ canh,48812
3312,Hành phi,hành lá,green onion,1,Đậu hủ hấp xốt dầu hào,DIFFERENT,Hành phi (củ) khác hành lá,48888
3318,nươc côt dưaml bia,nước dừa,coconut water,1,"Bánh xèo tôm,thịt, mực và trứng cút",DIFFERENT,Nước cốt dừa khác nước dừa,48921
3320,ca rô khoang gr,cá rô phi,tilapia,1,Bún cá rô chả cá,DIFFERENT,Cá rô (đồng) khác cá rô phi,48924
3321,cân nươc lăt khuc rưa sach đê raoơt trai,cần tây,celery,1,Bún cá rô chả cá,DIFFERENT,Cần nước khác hoàn toàn cần tây,48928
3329,cu cai trăng,cải thảo,napa cabbage,1,Bún thịt nướng từ nồi chiên không dầu,DIFFERENT,Củ cải trắng khác cải thảo,49091
3330,thit xa xiu,xốt thịt xá xíu,char siu sauce,1,Mì trứng xào mực và thịt xá xíu,DIFFERENT,Thịt xá xíu khác xốt xá xíu,49098
3333,cai mâm,tỏi,garlic,1,Món Chay Cải Mầm Trộn Nấm Hương Và Tàu Hủ Ky,DIFFERENT,Cải mầm khác hoàn toàn tỏi,49121
3334,mlml nươc âm,nước mắm,fish sauce,1,Bánh tráng kẹp bánh ít nhân tôm thịt,DIFFERENT,Nước ấm khác hoàn toàn nước mắm,49126
3335,đâu hanh la,đậu hà lan,peas,1,"Cá mú hấp hành,gừng,xì dầu và dầu hào",DIFFERENT,Đầu hành lá khác đậu hà lan,49167
3339,măm xay măm linhmăm lócmăm sặc,nước mắm,fish sauce,1,Mắm chưng thịt bằm hột vịt,DIFFERENT,Mắm các loại khác nước mắm,49226
3341,lá Basil trang trí,Mè (Vừng),sesame seeds,1,Nấm Mỡ Nhồi Thịt Băm Húng Tây Nướng,DIFFERENT,Lá Basil (húng tây) khác mè,49291
3345,xiu muôi,xíu mại,siu mai,1,Rau Câu Chữ Tài Lộc Và Thỏi Vàng Cho Ngày Vía Thần Tài,DIFFERENT,Xíu muối khác hoàn toàn xíu mại,49347
3349,bôt chiên gion,bột xù,breadcrumbs,1,Cá cơm chiên giòn xóc mắm tỏi,DIFFERENT,Bột chiên giòn khác bột xù,49373
3357,muông canh tương hôt,nước tương,Soy sauce,1,Đậu hủ kho tương hột (món chay),DIFFERENT,Tương hột khác hoàn toàn nước tương,49501
3358,muông canh đương,củ canh,root vegetable,1,Đậu hủ kho tương hột (món chay),DIFFERENT,Đường khác hoàn toàn củ canh,49502
3361,lardon cắt hạt lựu,trái lựu,pomegranate,1,"Pizza Lardon, Nấm Mỡ Full 3 Loại Phô Mai",DIFFERENT,Lardon (mỡ heo) khác quả lựu,49531
3363,hành hoa cắt,nước,water,1,Cá Thu Sốt Cay (dùng sốt ớt ngọt Thái),DIFFERENT,Hành hoa khác hoàn toàn nước,49573
3365,ăn canh nhỏ mắm tôm,tôm thẻ loại to,shrimp,1,Bún Đậu Mắm Tôm Nhà Làm Siêu Dễ,DIFFERENT,Mắm tôm khác hoàn toàn tôm thẻ,49588
