pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
5,hành,hành lá,green onion,79,Thịt bắp giò (đùi heo) nấu giả cầy | Cá chim kho cà chua,SAME,Hành trong món giả cầy thường là hành lá,"6627,8288,8636,8653,8863,9844,10335,10359,10729,10933,10991,11225,12828,12920,13056,13720,13941,14095,14415,15035,15756,16187,16770,17435,17437,17513,19176,19303,19454,21991,22361,22567,26700,27213,28783,29007,30193,31146,31232,32175,32799,33218,33331,33452,33512,33799,33804,34446,34650,34656,35225,35317,35789,36012,36202,36405,36836,36941,37297,37433,38118,38381,38468,38687,39060,39248,39488,40098,41334,42191,42376,43095,45343,45826,46073,46157,46173,46394,48053"
3488,cá gáy cá chép biển,cá chép,carp,1,Cá Gáy (Cá Chép Biển) Nướng Sả,SAME,Cá gáy là cá chép biển,51169
3489,hạnh nhân bột hoặc hạnh nhân bào lát,Bột (chung),flour,1,SALAD bông cải xanh- thịt xông khói,SAME,Hạnh nhân bột thuộc nhóm bột,51194
3490,Nước hầm xương gà,xương gà,chicken bones,1,Súp Bắp Cua,SAME,Cùng là xương gà,51230
3491,Sốt thìa canh nước cốt tắc củ hành củ tỏi thìa canh mắm thìa canh mật mía,tỏi,garlic,1,Thịt heo sốt sả tắc,SAME,Có chứa tỏi,51256
3492,rau củ cắt hạt lựu bắp cà rốt đậu que đậu hoà lan hành tây,đậu que,green beans,1,Katsu Curry - Cơm Cà Ri Thịt Chiên Xù Nhật Bản,SAME,Có chứa đậu que,51301
3493,Sốt cà ri nhật,sốt,sauce,1,Katsu Curry - Cơm Cà Ri Thịt Chiên Xù Nhật Bản,SAME,Sốt cà ri là sốt,51303
3494,bột gia vị taco,Bột (chung),flour,1,💚 Cơm Taco Okinawa Chay Với Đậu Hủ (Vegan),SAME,Bột gia vị thuộc nhóm bột,51315
3495,mứt mơ,mơ,apricot,1,💚 Cơm Taco Okinawa Chay Với Đậu Hủ (Vegan),SAME,Mứt mơ làm từ mơ,51321
3496,hành tây hành lá tỏi,hành tỏi,garlic and onion,1,Cà tím bung với cá bông lau,SAME,"Có chứa hành, tỏi",51331
3497,Hành tây hành lá rau răm,hành lá,green onion,1,Mì Quảng gà cá tôm,SAME,Có chứa hành lá,51345
3498,mắm tôm,mắm ruốc,shrimp paste,1,Thịt bắp giò (đùi heo) nấu giả cầy,SAME,Mắm tôm gần giống mắm ruốc,51349
3499,riềng sả xay,sả,lemongrass,1,Thịt bắp giò (đùi heo) nấu giả cầy,SAME,Có chứa sả,51350
3500,scallops sò điệp,sò,clam,1,"Wonton, seafood noodles, crispy chicken (hoành thánh, mì hải sản, gà giòn)",SAME,Sò điệp thuộc nhóm sò,51361
3501,ground pork thịt heo xay,thịt heo,pork,1,"Wonton, seafood noodles, crispy chicken (hoành thánh, mì hải sản, gà giòn)",SAME,Thịt heo xay là một dạng thịt heo,51363
3503,salami hoặc thay bằng thịt prosciutto,thịt nguội,ham,1,"Salad rau rocket, salami, táo, lê và Burrata",SAME,Salami và Prosciutto đều thuộc nhóm thịt nguội,51369
3504,phô mai Burrata tươi,phô mai,cheese,1,"Salad rau rocket, salami, táo, lê và Burrata",SAME,Burrata là một loại phô mai tươi,51370
3506,bột cần tây không bắt buộc có để làm cá không còn mùi tanh,Bột (chung),flour,1,Cá chiên popcorn,SAME,Bột cần tây thuộc nhóm bột gia vị,51390
3508,cắt khúc Măng tây trắng,măng,bamboo shoots,1,Súp Bong Bóng Cá Măng Tây,SAME,Măng tây thuộc nhóm măng (nói chung),51409
3509,lá oreganonếu có,lá,leaves,1,Cá chiên hoa cúc ngũ vị hương,SAME,Lá oregano là một loại lá gia vị,51421
3510,bột nhục đậu khấu,Bột (chung),flour,1,Quiche Boa Rô & Thịt Cua Nhện,SAME,Bột nhục đậu khấu thuộc nhóm bột gia vị,51432
3512,củ hoặc poro nhánh Hành tím,hành tím,shallot,1,Cải Rổ Xào Nấm Mèo Chay,SAME,Hành tím là kết quả đúng,51442
3513,hòa tan với ml nước Bột bắp,Bột (chung),flour,1,Súp Sò Điệp Bong Bóng Cá,SAME,Bột bắp thuộc nhóm bột,51454
3515,Bông lơ xanh,bông cải,broccoli,1,Hải Sản Nướng - Grilled SeaFood Plate 🦞 🐠 🦑 🦐,SAME,Bông lơ xanh chính là bông cải xanh,51572
3517,Rau sống rau thơm kinh giới ngò diếp cá,kinh giới,vietnamese balm,1,Tôm Chiên Khoai Môn,SAME,Kinh giới là một loại rau thơm trong hỗn hợp,51612
3518,nacho chips,bánh,cake,1,Nacho Heo Xé & Dứa Chua Ngọt - Pulled Pork & Caramelized Pineapple Nachos,SAME,Nacho chips là một loại bánh giòn,51621
3519,t trái khô,ớt,chili pepper,1,Cá kho keo,SAME,Ớt trái khô chính là ớt,51625
3520,GIA V TIU NG MM MUI BT NGT,gia vị,seasoning,1,Trứng chiên thịt băm,SAME,"Tiêu, đường, muối... đều là gia vị",51627
3521,Hanh laơt traitiêu,gia vị,seasoning,1,Bánh canh giò heo và giò sống,SAME,"Hành, ớt, tiêu đều là gia vị",51663
3522,nguyên liệu nhúng lẩu,thịt,meat,1,Lẩu Hải Sản,SAME,Đồ nhúng lẩu thường bao gồm thịt,51709
3523,t traiơt bôt,bột ớt,chili powder,1,Canh chua cá linh bông điên điển,SAME,Ớt trái/bột thuộc nhóm bột ớt,51793
3524,Rau xanh,cải,mustard greens,1,Miến canh dừa rau củ chay (Lẩu sen dừa chay),SAME,Rau xanh thường thuộc nhóm cải,51813
3525,Tương ơt va sôt mayonnais,tương ớt,chili sauce,1,Khô cá bò ép miếng nướng nồi chiên không dầu,SAME,Tương ớt là thành phần chính,51864
3526,rau susu,su su,chayote,1,Lẩu mực 🦑 nước dừa,SAME,Rau su su chính là su su,51865
3528,Hành khô hành tươi,hành lá,green onion,1,Đậu phụ non sốt thịt băm rang,SAME,Hành tươi chính là hành lá,51923
3529,Dâu haodâu điêuhat nêmnươc mămđươngbôt ngottiêu,gia vị,seasoning,1,Thịt băm rang sả,SAME,Hỗn hợp mắm muối đường... là gia vị,51925
3534,Bột sumac,Bột (chung),flour,1,"Salad Xoài, Cà Chua & Thanh Cua",SAME,Bột sumac thuộc nhóm bột gia vị,52138
3535,ST CHOLIMEX musthave,sốt,sauce,1,Thịt mè xiên que nướng NCKD,SAME,Sốt Cholimex là một loại sốt,52147
3537,nguội để tủ lạnh qua đêm,thịt nguội,ham,1,"Cơm rang trứng Dương Châu | nhiều rau củ, tốt cho sức khỏe",SAME,Thịt nguội lạnh chính là thịt nguội,52222
3538,u đủ chín ướp đá,đu đủ,papaya,1,Cơm thịt nướng vui nhộn,SAME,Đu đủ chín chính là đu đủ,52268
3539,Rau thì nhà có j thì mình luộc ăn thêm á,rau tạp,mixed greens,1,Bánh đa gạo lứt nấu đậu hũ non,SAME,Rau nhà có sẵn là rau tạp,52272
3540,Muôi,gia vị,seasoning,1,Cá trích chiên giòn,SAME,Muối là một loại gia vị,52277
3541,gio sông,giò,pork sausage,1,Giò sống trộn nấm hương chiên,SAME,Giò sống còn gọi là giò,52279
3542,Dâu ănhat nêmđươngtiêu,gia vị,seasoning,1,Giò sống trộn nấm hương chiên,SAME,"Dầu, nêm, đường... là gia vị",52280
3544,ruốc khô hoặc tươi,tép,small shrimp,1,Rau càng cua trộn ruốc xào & trứng luộc,SAME,Ruốc (tôm nhỏ) và tép là tương đương,52373
3545,Màu xanh,đậu xanh,mung beans,1,Bánh da lợn cốm xanh,SAME,Màu xanh bánh da lợn thường từ đậu xanh,52378
3547,bột chiên gà,Bột (chung),flour,1,Tôm hùm (Lobster) tẩm bột chiên sốt nấm,SAME,Bột chiên gà thuộc nhóm bột,52396
3548,Hành xắt nhỏ,hành lá,green onion,1,Bí đỏ non hấp nhồi thịt,SAME,Hành xắt nhỏ là hành lá,52418
3549,tàu hu mêm,đậu hũ,tofu,1,Canh chay rong biển đậu hủ nấm kim châm,SAME,Tàu hũ mềm chính là đậu hũ,52419
3550,mọc sống,giò,pork sausage,1,Bún ốc bò,SAME,Mọc sống chính là giò sống,52425
3553,phô mai parmesan bột,Bột (chung),flour,1,Mì Ý Tôm Phô Mai Bỏ Lò,SAME,Phô mai bột thuộc nhóm bột,52535
3558,thìa là hành dăm,hành lá,green onion,1,Canh riêu cá nấu măng chua,SAME,Hành dăm/thì là thuộc nhóm hành lá,52588
3560,đui ga khoang gr gr,đùi gà,chicken drumstick,1,"Đùi gà nướng nồi chiên không dầu gồm má và đùi gà (da gà,thịt gà và xương gà)",SAME,Đùi gà là đùi gà,52626
3561,Giềng Xả t,sả ớt tỏi hành tím,aromatics mix,1,Cá kho chuối xanh,SAME,"Hỗn hợp sả, riềng, ớt... chứa sả ớt",52639
3562,Nghệ tươi giã nhỏ hoặc bột nghệ,Bột (chung),flour,1,Đậu hũ Nhật xào lá lốt,SAME,Bột nghệ thuộc nhóm bột,52675
3564,Muốicà phê,gia vị,seasoning,1,Canh bầu nấu thịt,SAME,Muối là một loại gia vị,52785
3565,bồng khoai đã tước vỏ,ngó khoai,taro stems,1,Canh bồng khoai nấu thịt,SAME,Bồng khoai và ngó khoai là một,52805
3566,Rem cuốnmua loại rem màu vàng chiên lên giòn ngon cực,vỏ bánh,dough wrapper,1,Nem thịt dọn tủ,SAME,Ram cuốn là vỏ bánh đa nem,52826
3567,Tỏi ớt gừng riềng chanh xả,ớt,chili pepper,1,Mực thái,SAME,Hỗn hợp có chứa ớt,52847
3569,lá cải xanh,cải bẹ xanh,mustard greens,1,Cải xanh cuộn thịt bò,SAME,Lá cải xanh chính là cải bẹ xanh,52876
3570,nhỏ măng tây hoang dã,măng,bamboo shoots,1,"Salad Tôm, Xoài Chín, Su Hào & Măng Tây Rừng Sốt Sữa Chua",SAME,Măng tây hoang dã thuộc nhóm măng,52884
3572,hộp cream cheese mình dùng loại này rất ngon vì nó có vị tỏi trong đó cực hợp với món này,kem,cream,1,Pasta Phô Mai Kem Và Cá Ngừ,SAME,Cream cheese thuộc nhóm kem phô mai,52908
3574,lá mùi tây khô,lá,leaves,1,Pizza thịt băm xúc xích ngô ngọt,SAME,Lá mùi tây chính là lá gia vị,52947
3577,rau thơm rau mùi tàu húng chó húng mèo rau ngổ,rau om,rice paddy herb,1,Nộm tép (hoặc tôm),SAME,Rau ngổ thuộc nhóm rau thơm/ngò ôm,53029
3579,nước luộc rau củ thịt tuỳ thích,nước,water,1,Pasta sốt bí đỏ & cá hồi,SAME,Nước luộc chính là thành phần nước,53080
3581,Húng quế húng lủi rau mùi,rau mùi,coriander leaves,1,"Gỏi rau, củ, quả và rong biển",SAME,Rau mùi có trong hỗn hợp rau thơm,53091
3582,quả chay to,chay,vegetarian,1,Cá nhâm dim chay,SAME,Quả chay là nguyên liệu món chay,53105
3584,rau muống vài cọng rau ngổ ngò,rau om,rice paddy herb,1,Rau muống xào tóp mỡ,SAME,Rau ngổ/ngò chính là rau om,53126
3585,rau thơm các loại Tía tô Kinh giới Húng quế Húng cây Diếp cá,kinh giới,vietnamese balm,1,Mắm Cá Thu Muối Vùi Chưng Thịt Băm,SAME,Kinh giới nằm trong nhóm rau thơm,53149
3586,ớt chuông xanh đỏ,ớt,chili pepper,1,Rau củ xào chay,SAME,Ớt chuông là một loại ớt,53188
3587,lá thơm provence,lá,leaves,1,Mì Ý Bí Ngòi Tôm Phô Mai,SAME,Lá thơm là một loại lá,53203
3588,Mỗi thứ ít nấm đông cô kim châm nấm mèo kỷ tử,nấm hương,shiitake mushroom,1,Cá Hồng hấp sen,SAME,Nấm đông cô chính là nấm hương,53211
3589,dưa hâu khoang kg,dưa,pickles,1,Rau Câu Dưa Hấu,SAME,Dưa hấu thuộc nhóm dưa,53218
3590,nấm tiểu yến Hàn Quốc,nấm,mushroom,1,Mì Nấm Chay,SAME,Nấm tiểu yến là một loại nấm,53240
3591,đậu bi chiên,đậu hũ,tofu,1,Mì Nấm Chay,SAME,Đậu bi chiên là một loại đậu hũ,53241
3592,Vài trái quất nên mua nhiều chút,tắc,kumquat,1,Ba chỉ sốt tắc (heo),SAME,Quất chính là quả tắc,53249
3593,rau diếp cỡ nhỏ,cải diếp,lettuce,1,Phở khô trộn nấm đông cô (món chay),SAME,Rau diếp chính là cải diếp,53253
3594,dưa chuột thái sợi,dưa,pickles,1,Mì lạnh ăn kèm thịt nướng sốt bulgogi,SAME,Dưa chuột thuộc nhóm dưa,53276
3595,cá phèn hồng khô,cá hồng,snapper,1,"Salad xoài, lựu và cá khô",SAME,Cá phèn hồng khô thuộc nhóm cá hồng,53289
3596,lựu,trái lựu,pomegranate,1,"Salad xoài, lựu và cá khô",SAME,Lựu chính là trái lựu,53290
3597,Nhân nhồi mực,mực,squid,1,Mực Ống Nhỏ Nhồi Thịt Sốt Tương Dầu Hành,SAME,Nhân mực thành phần chính là mực,53294
3598,thịt nạc dăm heo,thịt heo,pork,1,Mực Ống Nhỏ Nhồi Thịt Sốt Tương Dầu Hành,SAME,Thịt nạc dăm là thịt heo,53295
3600,lá mùi gai,lá,leaves,1,Củ sen nhồi thịt hấp sốt tôm ớt,SAME,Lá mùi gai là một loại lá,53315
3602,mắm tép Hàn Quốc,tép,small shrimp,1,순두부찌개- Canh đậu phụ non Hàn Quốc,SAME,Mắm tép thành phần chính là tép,53345
3603,đầy hạt nêmđậm nhạt,hạt niêm,seasoning granules,1,Cá chép kho dưa tóp mỡ,SAME,"Lỗi chính tả, hạt niêm là hạt nêm",53365
3606,Giò chay,chay,vegetarian,1,Đậu hũ xào nghệ lá lốt,SAME,Giò chay thuộc nhóm thực phẩm chay,53389
3607,Rau muống bào giá rau răm húng cây chanh ớt,rau răm,vietnamese coriander,1,Bún bò giò heo mắm ruốc,SAME,Rau răm nằm trong danh sách rau ăn kèm,53405
3608,tàu hũ ky loại miếng dày thịt gà chay,chay,vegetarian,1,Đậu gà & nấm đùi gà xào sả ớt,SAME,Thịt gà chay thuộc nhóm thực phẩm chay,53421
3610,Gia vị trộn salad,xốt salad,salad dressing,1,"Salad Rau Diếp Xoăn, Bắp Cải Tím & Ức Gà Áp Chảo",SAME,Gia vị trộn salad là xốt salad,53479
3612,nho đen,trái cây,fruit,1,"Gỏi nho đen, thịt vịt",SAME,Nho đen thuộc nhóm trái cây,53512
3614,Hành tỏi khô hành lá gia vị,hành lá,green onion,1,"Thịt bắp giò kho măng, nấm hương",SAME,Trong danh sách thô có chứa hành lá,53544
3617,tôm tươi đông lạnh,tôm thẻ loại to,shrimp,1,Chả tôm mực viên chiên xù,SAME,Tôm đông lạnh vẫn là tôm,53588
3618,Knorr gà,hạt niêm,seasoning granules,1,Best ham hocks (Giò heo hầm),SAME,Knorr gà là một loại hạt nêm,53604
3619,Sốt cà homemade,sốt,sauce,1,Nui Sốt Bò Bằm Bỏ Lò,SAME,Sốt cà là một loại sốt,53638
3620,hơn sách bò,thịt bò,beef,1,Lòng bò xào cà ri,SAME,Sách bò là một bộ phận của bò,53643
3625,ớt chuông dùng loại màu xanh cho đẹp,ớt,chili pepper,1,Tôm rim chua ngọt Hàn Quốc,SAME,Ớt chuông thuộc họ ớt,53694
3626,tương,tương ớt,chili sauce,1,Cơm sốt tôm chua ngọt 칠리새우덮밥,SAME,Tương trong món cay thường là tương ớt,53748
3628,Rau cần nước dọc mùng bạc hà nấm tươi đậu phụ chiên cá chay bún tươi,bạc hà,mint,1,Lẩu cá chay,SAME,Bạc hà (dọc mùng) nằm trong danh sách,53765
3630,tỏi ớt băm,ớt,chili pepper,1,Thịt Luộc Cà Pháo Mắm Nêm,SAME,Tỏi ớt băm có chứa ớt,53783
3632,củ hành tím củ gừng ớt trái,ớt,chili pepper,1,Cá khoai nấu mẻ,SAME,Ớt trái là ớt,53808
3633,lá và hoa sen cạn,lá,leaves,1,Gỏi Cuốn Thịt Xá Xíu & Hoa Sen Cạn,SAME,Lá sen cạn là một loại lá,53853
3635,Húng quế Thái,rau húng chó,mint,1,Thịt heo xào húng Thái “Pad Krapow Moo” 🌿,SAME,Húng quế Thái là húng chó,53974
3639,bánh gối,bánh,cake,1,Bánh sandwich tôm kiểu Hàn menbosa,SAME,Bánh gối thuộc nhóm các loại bánh,54024
3641,mắm tôm chua miền Tây,Tôm muối,Salted shrimp,1,"Gỏi CHÂN GÀ, CÀ PHÁO với TÔM chua",SAME,Mắm tôm chua làm từ tôm muối,54047
3642,gừng hành lá ớt chuông,hành lá,green onion,1,Thịt heo Đông Pha,SAME,Có chứa hành lá trong danh sách,54063
3643,lá thơm khô tuỳ thích,lá,leaves,1,Bánh Mì Bò Phô Mai,SAME,Lá thơm khô là một loại lá,54115
3644,giấm chanh rượu trắng,chanh,lime,1,Bao tử CÁ BASA khìa nước dừa,SAME,Giấm chanh có thành phần từ chanh,54148
3646,lá Chanh Kaffir,chanh,lime,1,Cà Ri Đùi Ếch Chôm Chôm,SAME,Lá chanh Kaffir là lá chanh,54189
3647,Lòng heo tim heo gan heo phèo bao tử dồi huyết đã luộc,thịt heo,pork,1,Bún Đậu Mắm Tôm Lòng Heo Luộc,SAME,"Lòng, tim, gan heo là từ thịt heo",54243
3648,bột cà ri masala,Bột (chung),flour,1,Mực Ống Xào Bông Cải Xanh Sốt Cà Ri Masala,SAME,Bột cà ri thuộc nhóm các loại bột,54257
3649,huyết heo,thịt heo,pork,1,CHÁO huyết-da heo cuộn,SAME,Huyết heo là bộ phận từ heo,54275
3650,rau xà lách rau thơm các loại giá sống,giá,bean sprouts,1,Bún BÒ xào Nam bộ,SAME,Có giá sống trong danh sách rau,54308
3651,đập dập t tươi,hành tỏi,garlic and onion,1,Nấm Bào Ngư Kho Nước Tương Chay,SAME,Thường là hành tỏi tươi đập dập,54317
3653,tôm đồng tươi làm sạch,tôm thẻ loại to,shrimp,1,Tôm đồng rang tóp mỡ,SAME,Tôm đồng là một loại tôm,54337
3655,Chả quế,chả,sausage,1,SP.0995 - Bò Bía Mặn,SAME,Chả quế là một loại chả,54360
3657,Mật dừa nước,nước dừa,coconut water,1,SP.0995 - Bò Bía Mặn,SAME,Mật dừa nước là sản phẩm từ dừa,54364
3658,Rau xà lách xoong,rau xà lách,lettuce,1,Bún Nấm Cá Thác Lác Khổ Qua,SAME,Xà lách xoong là một loại xà lách,54387
3659,thịt lợn thịt gà tôm xay nhuyễn ướp gia vị vừa ăn,tôm thẻ loại to,shrimp,1,Ớt chuông Nhật nhồi tôm thịt,SAME,Thành phần có chứa tôm xay,54399
3660,bột chiên xù bread crumb,bánh mì,bread,1,Hamburg Steak (Thịt bít tết bò băm kiểu Nhật),SAME,Bột chiên xù làm từ bánh mì,54420
3661,Tôm mực tươi,tôm thẻ loại to,shrimp,1,Canh bồ ngót Nhật và tôm mực,SAME,Có chứa tôm tươi,54448
3662,Hành tím tỏi băm Hành lá,hành lá,green onion,1,Canh bồ ngót Nhật và tôm mực,SAME,Có chứa hành lá,54449
3663,sốt mè rang loại gr,sốt,sauce,1,Salad BÒ-ĐẬU RỒNG,SAME,Sốt mè rang là một loại sốt,54475
3664,thịt ba rọi hoặc thịt nọng,Thịt ba chỉ,pork belly,1,Cá Kèo Kho Tiêu Với Thịt Ba Rọi,SAME,Thịt ba rọi chính là thịt ba chỉ,54494
3665,Phần nước chan,nước,water,1,Bánh trôi nước nhân thịt gà nấm và đậu xanh,SAME,Nước chan là chất lỏng/nước,54527
3667,bột ướp bò kho,Bột (chung),flour,1,Đuôi Heo Hầm Kiểu Bò Kho,SAME,Bột ướp là một loại bột,54547
3668,rượu Mai Quế Lộ,rượu,cooking wine,1,Cánh Gà Nấu Nấm Đông Cô Dầu Mè,SAME,Rượu Mai Quế Lộ là rượu,54570
3669,nấm chân dài nấm loa kèn nấm lọng sen,chân nấm,mushroom stem,1,Nấm Chân Dài Nướng,SAME,Các loại nấm có phần chân nấm,54575
3672,Baoro hành ngò gai lá lốt rau ngổ saua,hành lá,green onion,1,Canh chua nấu nấm,SAME,Hành ngò gai thường bao gồm hành lá,54652
3675,lá é trắng húng quế trắng,lá,leaves,1,Bún Cá Ngừ Nấu Mẵn,SAME,"Lá é, húng quế là các loại lá",54760
3676,đỏ,bí đỏ,pumpkin,1,Cá chuồn sốt cà chua,SAME,Viết tắt của bí đỏ,54791
3677,Ngỗ,rau om,rice paddy herb,1,Canh Chua Cá Thu Lá Me,SAME,Rau ngỗ chính là rau om,54818
3678,Gừng hành tỏi,tỏi,garlic,1,Cá trắm sốt cà chua,SAME,Có chứa tỏi trong hỗn hợp,54889
3679,gừng củ hành củ tỏi quả ớt,hành tỏi ớt,garlic chili mix,1,"Cá thu ngừ kho gừng, hành, tỏi",SAME,"Bao gồm cả hành, tỏi và ớt",54892
3680,Gừng hành tỏi khô gia vị,tỏi,garlic,1,"Cá trắm cỏ, chả cá nấu canh chua",SAME,Có chứa tỏi khô,54913
3681,Hành tỏi khô nước hàng gia vị,tỏi,garlic,1,"Thịt kho nước dừa, ngũ vị",SAME,Có chứa tỏi khô,55009
3682,lap xương,lạp xưởng,chinese sausage,1,Bánh trung thu con heo,SAME,Lỗi chính tả của lạp xưởng,55113
3685,ậu cove,đậu que,green beans,1,Súp cua,SAME,Đậu cove là đậu que,55261
3686,t sate,dầu sate,chili oil,1,Cá chiên ớt sate,SAME,Ớt sate là dầu sate,55545
3687,Sườn nguyên tảng,sườn heo,pork ribs,1,Sườn heo nướng nguyên tảng,SAME,Sườn nguyên tảng là sườn heo,55594
3689,thià là,thì là,dill,1,Sushi cá hồi sốt cay 🍣,SAME,Lỗi chính tả của thì là,55762
3690,sườn sụn băm,sườn heo,pork ribs,1,Thịt sốt cà chua,SAME,Sườn sụn thuộc bộ phận heo,55763
3691,sate gia giảm theo độ ăn cay của nhà mình,dầu sate,chili oil,1,Mực nướng sate bằng nồi chiên không dầu,SAME,Sate chính là dầu sate,55868
3692,Gia vịhạt nêm gàmuốiđườngtiêu,gia vị,seasoning,1,Súp gà nấm hương,SAME,"Hạt nêm, muối, đường là gia vị",56041
3693,Nguyên liệu phở sẵn lần Rang sẵn Chia ra gói nhỏ dùng dần,bánh phở,pho noodles,1,Phở Bò Chuẩn Mùi Vị Tiệm (phake không dùng xương),SAME,Nguyên liệu phở là bánh phở,56042
3694,hành tươi to,hành lá,green onion,1,Cá chép hấp bia,SAME,Hành tươi là hành lá,56126
3696,cỏ xạ hương,lá theme,thyme,1,Khay rau củ nướng cỏ xạ hương,SAME,"Lỗi chính tả, theme là thyme (xạ hương)",56195
3697,t sở thích ăn cay,ớt,chili pepper,1,Canh kim chi đậu phụ nấu tôm,SAME,Ớt tươi dùng để tạo độ cay,56360
3699,Monkfish nhỏ,cá mặt quỷ,stonefish,1,Cá Thầy Tu (Monkfish) Kho Gừng,SAME,Cá monkfish thường gọi là cá mặt quỷ,56467
3702,muốihạt nêmtiêu ớt bột,ớt,chili pepper,1,Mực tẩm bột chiên giòn đơn giản,SAME,Chuỗi văn bản có chứa thành phần ớt bột,56531
3703,bột tỏi bột hành,tỏi,garlic,1,Mực tẩm bột chiên giòn đơn giản,SAME,Chuỗi văn bản có chứa thành phần bột tỏi,56532
3705,mọc nhỉ,nấm mèo,wood ear mushroom,1,Bắp Cải Nhồi Thịt Hấp,SAME,Mọc nhỉ là cách viết sai của mộc nhĩ,56650
3707,Dâu ănnươc mămtỏiơtđươngmuôi,gia vị,seasoning,1,Cá dìa chiên,SAME,Các thành phần này thuộc nhóm gia vị,56837
3708,Hanh lango ritiêu,hành ngò,scallion cilantro,1,Canh rau lang nấu tôm tươi,SAME,"Hành ngò là tên gọi chung của hành lá, ngò",56879
3709,Maysone,mayonnaise,mayonnaise,1,Tôm xốt cốt dừa,SAME,Maysone là cách viết sai của Mayonnaise,57221
3710,t,tôm,shrimp,1,Cá Đuối Luộc Chấm Mắm Tỏi Ớt,SAME,t thường là viết tắt của tôm trong công thức,57415
3711,Dầu hàoước tương,nước tương,Soy sauce,1,MÓN PHILIPPIN: MIẾN XÀO GÀ HEO KIỂU PHILIPPIN 🇵🇭,SAME,Chuỗi văn bản có chứa thành phần nước tương,57496
3712,Kho quẹt,gia vị,seasoning,1,Nấm đùi gà kho cà tím,SAME,Kho quẹt là một loại sốt gia vị mặn,57500
3713,khổ qua gr,mướp đắng,bitter melon,1,Canh khổ qua chả cá thác lác:,SAME,Khổ qua chính là mướp đắng,57583
3715,Dầu hào dầu mè rượu trắng,Mè (Vừng),sesame seeds,1,SP.0844 - Mực Hấp Cải Muỗng Xốt Dầu Hào,SAME,Dầu mè chiết xuất từ mè (vừng),57673
3717,tương kecap ngọt,nước tương,Soy sauce,1,Thịt Băm Rang Nước Mắm Mặn Ngọt,SAME,Kecap ngọt là loại nước tương ngọt Indonesia,57880
3718,ậu,đậu,beans,1,Canh cá Diếc (lỗi 😂),SAME,ậu là viết thiếu của chữ đậu,57884
3719,Cari dầu,sốt,sauce,1,Ếch xào sả không ớt ;),SAME,Cari dầu là một dạng hỗn hợp sốt,57978
3722,t Hàn Quốc,gochujang,gochujang,1,Nấm kim châm sốt cay,SAME,Tương ớt Hàn Quốc chính là Gochujang,58171
3723,bun cong to,bún,rice vermicelli,1,Bún Bò Huế(Xương Bò),SAME,Bun là viết thiếu/sai của bún,58207
3724,t ngọt,cải ngọt,choy sum,1,Gà áp chảo vị sa tế cùng với rau củ,SAME,t ngọt là viết tắt của cải ngọt,58261
3725,sườn thăn,sườn heo,pork ribs,1,Bánh Đa Cua Cà Mau,SAME,Sườn thăn là một phần của sườn heo,58270
3726,lẩu thái,gói lẩu,hot pot mix,1,Lẩu gà và cá điêu hồng chua ngọt...🍅🌶🌽,SAME,Lẩu thái ám chỉ gói gia vị lẩu thái,58361
3727,Rau muống và bắp chuối bào,rau muống,water spinach,1,Bún gân bắp bò mắm ruốc,SAME,Chuỗi văn bản có chứa thành phần rau muống,58415
3729,t,thịt heo,pork,1,Mì Gói Khô Mực Nấm Đông Cô,SAME,t là viết tắt của thịt heo,58600
3730,xạ hương,lá theme,thyme,1,Đĩa phô mai thịt nguội với bánh mì chua và sốt chấm tỏi ô liu,SAME,Xạ hương chính là lá Thyme,58601
3733,Nươc tươngdâu hào dâu ănhanh láđươngtoitiêu,dầu hào,oyster sauce,1,Bánh mì sandwich kèm thịt bò và khoai tây chiên,SAME,Chuỗi văn bản có chứa thành phần dầu hào,58683
3734,chiên giòn nêm sẵn,Bột (chung),flour,1,Nấm hải sản chiên giòn - món chay,SAME,Bột chiên giòn thuộc nhóm bột chung,58941
3736,rau diếp trắng,cải diếp,lettuce,1,Rau Diếp Xoăn Trắng & Nấm Mỡ Áp Chảo Sốt Dấm Mù Tạt,SAME,Rau diếp trắng thuộc loại cải diếp,59025
3737,đến g,gừng,ginger,1,Sữa hạnh nhân bơ rau củ,SAME,đến g là viết lỗi của gừng,59033
3738,U phụ Non Thì ngon hơn nhé,đậu non,silken tofu,1,Rau Củ Quả Hầm Kem (Chay),SAME,"U phụ là đậu phụ, dùng đậu non",59114
3740,Hanhtoitiêu,hành tỏi,garlic and onion,1,Canh rạm rau đay,SAME,Chuỗi văn bản có chứa hành và tỏi,59215
3741,xả,sả,lemongrass,1,Lẩu mỳ tôm chay,SAME,Xả là cách viết sai của sả,59365
3742,rau rừng các loại,rau sống,fresh herbs,1,CÁ TAI TƯỢNG chiên xù,SAME,Rau rừng dùng ăn như rau sống,59397
3744,ngò trang trí,Hành ngò,mixed herbs,1,Bò xào bông bí,SAME,Ngò trang trí thuộc nhóm hành ngò,59489
3747,rau chua rau chút chít rau dương đề thổ đại hoàng,rau sống,fresh herbs,1,Canh Rau Chua (Chút Chít) Nấu Mắm Tôm,SAME,Các loại rau chua dùng làm rau sống,59780
